"ridership","Austin","Quincy_Wells","Belmont","Archer_35th","Oak_Park","Western","Clark_Lake","Clinton","Merchandise_Mart","Irving_Park","Washington_Wells","Harlem","Monroe","Polk","Ashland","Kedzie","Addison","Jefferson_Park","Montrose","California","temp_min","temp","temp_max","temp_change","dew","humidity","pressure","pressure_change","wind","wind_max","gust","gust_max","percip","percip_max","weather_rain","weather_snow","weather_cloud","weather_storm","Blackhawks_Away","Blackhawks_Home","Bulls_Away","Bulls_Home","Bears_Away","Bears_Home","WhiteSox_Away","WhiteSox_Home","Cubs_Away","Cubs_Home","date"
19.094,2.152,8.564,5.506,3.157,1.855,4.749,19.318,4.146,7.844,4.401,7.754,3.178,7.336,3.471,1.542,2.695,2.93,6.861,2.541,1.146,44.1,46.9,48,3.9,45,93,29.96,0.309999999999999,11.5,16.1,0,24.2,0,0.05,0.513513513513513,0,0.486486486486487,0.486486486486487,0,0,1,0,0,1,0,0,0,0,2014-12-15
19.792,2.222,8.49,5.625,3.248,1.991,4.896,20.041,3.962,8.192,4.707,8.097,3.38,7.632,3.592,1.649,2.777,3.062,7.054,2.665,1.181,36,45,46.9,10.9,43,93,29.71,0.419999999999998,8.1,21.9,0,27.6,0,0.02,0.342857142857143,0.0285714285714286,0.657142857142857,0.571428571428571,0,1,0,0,0,0,0,0,0,0,2014-12-16
19.24,2.219,8.354,5.652,3.294,2.028,5.027,20.094,3.83,8.262,4.711,7.81,3.333,7.532,3.692,1.693,3.008,3.189,7.134,2.733,1.187,26.1,28,36,9.9,19,70.5,30.26,0.23,12.7,16.1,0,25.3,0,0,0,0.125,0.875,0.875,0,0,0,0,0,0,0,0,0,0,2014-12-17
19.216,2.264,8.335,5.801,3.29,2.018,5.143,20.74,4.031,9.027,4.755,7.858,3.431,7.53,3.671,1.699,2.899,3.193,7.231,2.739,1.181,25,27,30,5,17.1,66,30.32,0.109999999999999,5.8,9.2,0,0,0,0,0,0,1,0.814814814814815,0,0,0,1,0,0,0,0,0,0,2014-12-18
18.804,2.238,7.642,5.797,3.194,2.145,4.941,20.176,3.739,8.991,4.825,7.527,3.378,7.396,3.537,1.692,2.868,3.198,7.152,2.663,1.142,28.9,30.9,34,5.1,23,66,30.31,0.109999999999999,4.6,9.2,0,0,0,0,0,0.28,0.72,0.72,0,0,1,0,0,0,0,0,0,0,2014-12-19
6.392,1.098,1.565,3.322,1.801,0.737,2.624,7.803,1.374,4.09,2.622,1.61,1.669,2.221,0.941,1.164,1.642,1.557,3.848,1.362,0.666,32,33.1,34,2,25,73,30.3,0.0799999999999983,5.8,9.2,0,0,0,0,0,0.214285714285714,0.785714285714286,0.785714285714286,1,0,0,0,0,0,0,0,0,0,2014-12-20
5.009,0.756,1.171,2.445,1.152,0.575,1.637,5.62,1.18,2.501,1.927,0.941,1.028,1.572,0.588,0.804,1.082,1.067,2.874,0.968,0.55,34,34,37.9,3.9,27,75,30.25,0.199999999999999,9.2,13.8,0,21.9,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,2014-12-21
17.184,2.062,8.155,5.539,3.091,1.8,4.623,19.452,3.742,7.878,4.442,7.842,3.067,7.359,3.442,1.561,2.658,2.93,6.987,2.484,1.107,32,36,42.1,10.1,30,79,29.92,0.41,10.4,12.7,0,0,0,0.07,0.483870967741935,0,0.516129032258065,0.290322580645161,0,0,0,1,0,0,0,0,0,0,2014-12-22
16.734,2.123,8.238,5.527,3.081,1.901,4.881,19.902,3.772,7.947,4.631,8.049,3.245,7.611,3.586,1.614,2.73,3.032,7.035,2.62,1.243,43,46.9,50,7,41,86,29.65,0.210000000000001,12.7,18.4,0,27.6,0,0.07,0.243243243243243,0,0.756756756756757,0.351351351351351,0,1,1,0,0,0,0,0,0,0,2014-12-23
8.806,2.182,7.838,5.751,3.163,1.9,4.892,19.951,3.747,7.877,4.694,7.78,3.307,7.314,3.562,1.589,2.793,3.047,7.084,2.601,1.195,37.9,41,45,7.1,35.1,80,29.63,0.290000000000003,6.9,12.7,0,0,0,0.05,0.548387096774194,0,0.451612903225806,0.451612903225806,0,0,0,0,0,0,0,0,0,0,2014-12-24
1.96,2.132,7.917,5.691,3.194,1.935,5.006,19.839,3.697,7.566,4.629,7.636,3.286,7.629,3.487,1.583,2.741,3.19,7.142,2.697,1.146,35.1,37.9,44.1,9,32,76,29.88,0.460000000000001,12.7,19.6,0,25.3,0,0,0,0,1,0.689655172413793,0,0,0,1,0,0,0,0,0,0,2014-12-25
8.44,1.879,7.108,5.668,3.029,2.031,4.672,19.45,3.556,6.855,4.83,7.316,3.338,7.114,3.316,1.583,2.702,3.162,7.195,2.564,1.151,37.9,41.55,51.1,13.2,34.55,73.5,30.035,0.0599999999999987,11.5,15,0,20.7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2014-12-26
4.491,1.154,1.532,3.476,1.705,0.889,2.51,7.515,1.499,2.156,2.789,1.625,1.871,2.39,1.049,0.95,1.702,1.699,4.308,1.422,0.677,36,48,50,14,43,83,30.01,0.140000000000001,12.7,20.7,0,34.5,0,0,0.111111111111111,0,0.888888888888889,0.777777777777778,1,0,0,1,0,0,0,0,0,0,2014-12-27
3.951,0.839,1.132,2.627,1.247,0.606,1.794,5.951,1.317,1.286,2.088,0.981,1.146,1.939,0.667,0.704,1.156,1.228,3.042,1.04,0.561,26.1,31.45,36,9.9,19.9,72,30.19,0.140000000000001,8.65,12.7,0,0,0,0,0,0,0.875,0.333333333333333,0,0,0,0,1,0,0,0,0,0,2014-12-28
15.032,2.026,8.161,5.393,2.978,1.784,4.559,19.094,3.859,7.551,4.321,8.07,3.065,7.343,3.296,1.552,2.497,2.949,6.698,2.374,1.114,26.1,30,33.8,7.7,19.9,69,30.345,0.209999999999997,8.1,12.7,0,0,0,0,0,0,0.964285714285714,0.0357142857142857,0,1,1,0,0,0,0,0,0,0,2014-12-29
14.931,2.075,8.075,5.342,3.036,1.806,4.501,19.792,3.75,7.654,4.46,7.733,3.185,7.107,3.187,1.577,2.523,2.99,6.658,2.428,1.143,12.9,19.45,28,15.1,5.55,60,30.66,0.239999999999998,10.4,15,0,0,0,0,0,0,0.916666666666667,0,0,0,0,1,0,0,0,0,0,0,2014-12-30
11.928,2.029,8.055,5.364,2.973,1.793,4.46,19.24,3.798,7.669,4.446,7.544,3.098,6.888,3.237,1.476,2.542,2.95,6.738,2.401,1.162,6.1,13.45,19,12.9,-2,47.5,30.595,0.420000000000002,12.7,19.6,0,27.6,0,0,0,0,0.708333333333333,0,0,0,0,0,0,0,0,0,0,0,2014-12-31
4.46,2.009,7.57,5.331,3.022,1.931,4.553,19.216,3.843,7.479,4.389,7.243,3.115,7.035,3.157,1.579,2.587,3.072,6.611,2.407,1.106,17.1,19.9,32,14.9,6.1,52,30.12,0.259999999999998,16.1,20.7,24.2,29.9,0,0,0,0,0.583333333333333,0.0833333333333333,1,0,0,1,0,0,0,0,0,0,2015-01-01
12.259,1.929,6.884,5.394,2.938,1.793,4.499,18.804,3.485,6.793,4.453,6.744,3.144,6.593,2.785,1.494,2.516,2.975,6.784,2.377,1.147,21,28.45,35.1,14.1,16.55,63.5,30.295,0.210000000000001,5.8,17.3,0,19.6,0,0,0,0,0.75,0.208333333333333,0,0,0,0,0,0,0,0,0,0,2015-01-02
4.309,1.001,1.421,3.299,1.575,0.777,2.279,6.392,1.675,1.766,2.564,1.413,1.653,2.106,0.829,0.96,1.567,1.461,3.794,1.31,0.675,30.9,34,37,6.1,32,92,29.98,0.52,5.8,10.4,0,0,0.01,0.11,0.567567567567568,0.297297297297297,0.27027027027027,0.27027027027027,0,0,0,1,0,0,0,0,0,0,2015-01-03
3.34,0.767,1.139,2.605,1.234,0.58,1.699,5.009,1.473,1.112,2.152,1.007,1.155,1.492,0.584,0.747,1.184,1.147,3.038,1.104,0.559,14,33.1,36,22,30,89,29.85,0.689999999999998,10.4,20.7,0,29.9,0,0.03,0.306122448979592,0.571428571428571,0.102040816326531,0.0612244897959184,0,1,0,0,0,0,0,0,0,0,2015-01-04
18.115,1.657,6.812,4.838,2.625,1.539,4.127,17.184,3.704,5.709,4.099,6.53,2.676,6.325,2.605,1.389,2.131,2.443,6.256,2.167,1.015,-0.9,4.45,12.9,13.8,-6,63,30.635,0.300000000000001,12.7,17.3,0,28.8,0,0,0,0,0.708333333333333,0.25,0,0,0,1,0,0,0,0,0,0,2015-01-05
18.152,1.715,5.477,5.082,2.751,1.637,4.158,16.734,3.164,4.825,4.311,5.725,2.814,5.996,2.413,1.451,2.405,2.543,6.452,2.276,1.002,5,9,12.2,7.2,1.2,76,30.385,0.18,6.9,18.4,0,27.6,0,0.04,0,0.657894736842105,0.342105263157895,0.0789473684210526,0,1,0,0,0,0,0,0,0,0,2015-01-06
14.22,1.2,2.566,3.416,1.71,0.857,2.733,8.806,2.105,1.974,2.789,2.823,1.668,3.335,1.113,0.959,1.475,1.625,4.305,1.46,0.8,0,3.9,10.9,10.9,-9.9,55,30.65,0.530000000000001,17.85,24.2,24.75,33.4,0,0,0,0.0416666666666667,0.75,0.0833333333333333,0,0,0,1,0,0,0,0,0,0,2015-01-07
16.511,0.533,0.762,1.33,0.521,0.291,0.843,1.96,0.842,0.322,1.241,0.417,0.644,0.58,0.385,0.38,0.506,0.525,1.958,0.639,0.404,-6,6.1,16,22,-3.45,73,30.03,1,18.4,25.3,29.35,35.7,0,0.03,0,0.526315789473684,0.263157894736842,0.210526315789474,1,0,0,0,0,0,0,0,0,0,2015-01-08
16.986,1.149,2.796,3.562,2.107,0.918,3.193,8.44,2.14,1.965,2.74,2.319,1.952,3.089,1.081,1.033,1.897,1.668,4.454,1.424,0.783,5,7,19.9,14.9,-2,67,30.28,0.650000000000002,18.4,25.3,26.5,40.3,0,0,0,0.435897435897436,0.538461538461538,0,1,0,1,0,0,0,0,0,0,0,2015-01-09
4.148,0.833,1.468,2.617,1.336,0.604,2.04,4.491,1.533,1.263,2.047,0.866,1.359,1.593,0.555,0.774,1.435,1.129,3.248,1.091,0.602,1,4.45,21.9,20.9,-4.55,64,30.5,0.190000000000001,12.7,18.4,0,25.3,0,0,0,0,0.5,0.208333333333333,0,0,0,1,0,0,0,0,0,0,2015-01-10
3.468,0.694,1.558,2.282,1.061,0.476,1.387,3.951,1.422,1.005,1.879,0.596,1,1.344,0.464,0.61,1.146,0.97,2.719,0.913,0.515,23,30,34,11,19.9,66,30.305,0.120000000000001,11.5,16.1,0,0,0,0.06,0,0.444444444444444,0.555555555555556,0.416666666666667,0,1,0,0,0,0,0,0,0,0,2015-01-11
19.129,1.526,6.457,4.325,2.314,1.382,3.212,15.032,3.329,4.801,3.608,5.789,2.375,5.502,2.163,1.25,2.629,2.149,5.616,1.878,0.892,19.4,30,30,10.6,26.1,85,30.31,0.430000000000003,8.1,19.6,0,28.8,0,0.02,0,0.666666666666667,0.333333333333333,0.244444444444444,0,0,0,1,0,0,0,0,0,0,2015-01-12
19.44,1.563,6.43,4.327,2.294,1.319,3.031,14.931,3.256,4.898,3.59,5.835,2.455,5.79,2.077,1.187,2.487,2.113,5.496,1.874,0.874,17.1,19,23,5.9,10.65,71,30.69,0.190000000000001,10.4,17.3,0,19.6,0,0,0,0.59375,0.40625,0.0625,0,0,0,0,0,0,0,0,0,0,2015-01-13
19.331,1.821,5.603,4.628,2.01,1.466,2.558,11.928,2.888,3.292,3.922,4.501,2.467,4.683,1.635,1.125,2.329,2.289,6.123,1.913,0.813,6.1,12.9,21,14.9,8.1,73,30.45,0.319999999999997,5.8,10.4,0,0,0,0,0,0,1,0.185185185185185,0,0,0,1,0,0,0,0,0,0,2015-01-14
19.768,0.587,1.117,2.023,0.862,0.416,1.029,4.46,1.023,1.365,1.592,0.537,0.778,1.214,0.422,0.429,0.911,0.903,2.449,0.763,0.421,15.1,20.45,35.1,20,14.55,77,30.135,0.32,8.65,19.6,0,21.9,0,0,0,0,0.833333333333333,0.5,0,0,0,0,0,0,0,0,0,0,2015-01-15
19.518,1.386,4.645,3.969,2.084,1.242,2.84,12.259,2.604,3.863,3.146,4.105,1.975,4.624,1.641,1.122,2.393,1.922,4.964,1.63,0.84,21.2,30.45,35.1,13.9,23,77,30.155,0.190000000000001,7.5,12.7,0,0,0,0,0,0,0.769230769230769,0.269230769230769,0,1,1,0,0,0,0,0,0,0,2015-01-16
6.633,0.785,1.217,2.652,1.232,0.521,1.61,4.309,1.34,1.5,2.147,0.855,1.118,1.516,0.571,0.732,1.456,1.065,3.104,0.965,0.561,30,37,43,13,28.9,73,29.79,0.5,15,21.9,0,31.1,0,0,0,0,0.833333333333333,0.25,0,0,0,1,0,0,0,0,0,0,2015-01-17
5.15,0.625,1.009,2.205,0.91,0.411,1.179,3.34,1.163,0.895,1.659,0.602,0.833,1.129,0.445,0.551,1.032,0.871,2.375,0.872,0.444,35.1,39,42.1,7,30.9,76,29.755,0.330000000000002,12.7,16.1,0,24.2,0,0,0,0,0.972222222222222,0.472222222222222,0,1,0,0,0,0,0,0,0,0,2015-01-18
10.736,1.752,8.626,4.994,2.505,1.61,3.262,18.115,3.776,6.196,3.906,8.055,2.656,6.928,2.942,1.357,2.811,2.578,6.206,2.115,0.918,28,33.55,43,15,28.9,83.5,30.01,0.109999999999999,5.8,10.4,0,0,0,0,0,0,0.5,0.125,0,0,1,0,0,0,0,0,0,0,2015-01-19
20.087,1.777,8.642,5.03,2.58,1.696,3.31,18.152,3.852,7.405,4.041,7.972,2.697,7.09,3.129,1.362,2.859,2.652,6.243,2.213,0.983,34,36,39.9,5.9,32,86,29.905,0.169999999999998,4.6,12.7,0,0,0,0,0.0666666666666667,0.0666666666666667,0.866666666666667,0.466666666666667,0,1,0,0,0,0,0,0,0,0,2015-01-20
19.784,1.269,6.678,3.953,1.821,1.191,2.332,14.22,2.955,4.875,3.134,6.645,1.947,5.778,2.48,0.968,1.963,1.794,4.816,1.683,0.682,33.1,34,35.1,2,30.9,89,30.02,0.25,8.1,11.5,0,0,0,0.01,0.0967741935483871,0.354838709677419,0.548387096774194,0.548387096774194,1,0,0,0,0,0,0,0,0,0,2015-01-21
19.778,1.435,7.906,4.515,1.98,1.44,2.557,16.511,3.492,6.894,3.428,7.443,2.197,6.859,2.908,1.097,2.186,2.086,5.51,1.876,0.789,30,32,34,4,24.1,72,30.43,0.23,5.8,9.2,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,2015-01-22
19.217,1.631,7.828,4.996,2.416,1.57,3.276,16.986,3.54,7.051,3.823,7.278,2.459,6.61,2.88,1.288,2.75,2.464,5.88,2.093,1.02,30,32,33.8,3.8,24.1,75,30.26,0.470000000000002,11.5,16.1,0,0,0,0,0,0,1,0.8,0,0,1,0,0,0,0,0,0,0,2015-01-23
6.4,0.771,1.236,2.805,1.213,0.567,1.479,4.148,1.208,1.618,2.094,1.024,1.079,1.57,0.705,0.686,1.395,1.035,3.037,0.985,0.509,30,34.45,44.6,14.6,27.95,79,29.745,0.310000000000002,9.2,16.1,0,19.6,0,0,0,0,1,0.428571428571429,0,0,0,0,0,0,0,0,0,0,2015-01-24
3.919,0.588,0.91,2.265,0.887,0.389,1.094,3.468,1.058,1.062,1.727,0.652,0.879,1.3,0.57,0.583,1.082,0.848,2.472,0.862,0.443,28.4,34,37,8.6,30.9,89,29.74,0.319999999999997,15,23,0,31.1,0,0.02,0.153846153846154,0.384615384615385,0.461538461538462,0.41025641025641,0,0,0,1,0,0,0,0,0,0,2015-01-25
19.31,2.065,8.707,5.465,3.105,1.851,3.811,19.129,4.018,8.436,4.377,8.243,3.014,7.368,3.598,1.55,3.344,2.918,6.685,2.525,1.111,21,27,28.9,7.9,18,74,29.97,0.16,5.8,17.3,0,25.3,0,0,0,0.424242424242424,0.575757575757576,0.151515151515152,0,0,0,0,0,0,0,0,0,0,2015-01-26
20.141,2.108,8.388,5.523,3.072,1.893,3.972,19.44,3.927,8.405,4.468,7.843,3.087,7.367,3.696,1.563,3.295,2.984,6.684,2.618,1.148,27,28.9,32,5,24.1,85,30.045,0.390000000000001,6.35,12.7,0,0,0,0.02,0.105263157894737,0.421052631578947,0.578947368421053,0.31578947368421,0,0,1,0,0,0,0,0,0,0,2015-01-27
20.577,2.012,8.368,5.548,3.055,1.891,3.858,19.331,3.866,8.353,4.378,7.93,3.03,7.307,3.635,1.634,3.439,2.919,6.71,2.583,1.124,24.1,27.5,35.1,11,19,67.5,30.29,0.329999999999998,7.5,16.1,0,27.6,0,0,0,0,0.958333333333333,0.291666666666667,1,0,0,0,0,0,0,0,0,0,2015-01-28
20.129,2.069,8.267,5.64,3.141,1.9,3.95,19.768,3.878,8.221,4.518,7.786,3.114,7.447,3.767,1.607,3.469,2.96,6.932,2.609,1.132,35.1,36,39,3.9,27,68.5,29.895,0.509999999999998,15,20.7,22.45,29.9,0,0.03,0.0714285714285714,0.0714285714285714,0.892857142857143,0.75,0,0,1,0,0,0,0,0,0,0,2015-01-29
19.744,2.003,7.683,5.636,3.097,1.876,3.913,19.518,3.906,7.46,4.649,7.489,3.128,7.306,3.513,1.546,3.354,2.99,6.852,2.456,1.149,24.1,30,36,11.9,10,52.5,30.48,0.34,10.95,19.6,0,25.3,0,0,0,0.230769230769231,0.769230769230769,0.115384615384615,1,0,1,0,0,0,0,0,0,0,2015-01-30
5.916,0.953,1.597,3.253,1.535,0.691,1.825,6.633,1.306,2.261,2.465,1.28,1.38,1.911,1.038,0.893,1.714,1.338,3.482,1.18,0.612,23,28,39,16,21.45,68.5,30.3,0.27,8.1,17.3,0,0,0,0,0,0,0.958333333333333,0.416666666666667,1,0,0,0,0,0,0,0,0,0,2015-01-31
3.474,0.706,1.172,2.423,1.048,0.526,1.237,5.15,1.084,1.652,1.941,0.799,0.911,1.51,0.685,0.65,1.138,0.968,2.59,0.921,0.533,23,33.1,36,13,30,89,29.91,0.470000000000002,16.1,25.3,0,35.7,0.01,0.04,0.0512820512820513,0.948717948717949,0,0,0,0,0,0,0,0,0,0,0,0,2015-02-01
13.968,1.216,4.788,4.052,1.941,1.028,2.537,10.736,2.4,4.523,3.243,4.482,1.992,4.044,1.415,1.057,2.145,1.885,4.89,1.649,0.718,10,18.5,21.9,11.9,10,80.5,30.03,0.48,17.85,28.8,0,38,0,0.01,0,0.625,0.375,0,0,0,0,0,0,0,0,0,0,0,2015-02-02
20.454,2.115,8.219,5.517,3.281,1.945,4.04,20.087,3.944,8.254,4.479,8.015,3.181,7.43,3.722,1.607,3.365,3.083,6.948,2.642,1.133,9,24.8,27,18,18,77,30.16,0.27,9.2,12.7,0,0,0,0.03,0,0.405405405405405,0.594594594594595,0.243243243243243,1,0,0,0,0,0,0,0,0,0,2015-02-03
19.775,2.132,8.192,5.61,3.23,1.955,4.043,19.784,3.861,8.296,4.497,7.928,3.12,7.545,3.674,1.535,3.392,3.031,6.904,2.649,1.16,17.1,23,30,12.9,17.1,81,30.11,0.379999999999999,10.4,16.1,0,23,0,0.01,0,0.27027027027027,0.72972972972973,0.648648648648649,0,0,1,0,0,0,0,0,0,0,2015-02-04
19.521,2.185,8.033,5.594,3.215,1.954,4.033,19.778,3.732,8.207,4.508,7.745,3.214,7.797,3.648,1.647,3.453,3.102,6.98,2.599,1.13,3.2,12,17.1,13.9,0,61,30.48,0.169999999999998,7.5,15,0,20.7,0,0,0,0,0.583333333333333,0,0,0,0,0,0,0,0,0,0,0,2015-02-05
19.416,2.072,7.68,5.652,2.983,1.838,3.831,19.217,3.786,7.443,4.595,7.431,3.066,7.493,3.412,1.574,3.283,3.014,6.921,2.47,1.239,10,18.05,32,22,10.45,67.5,30.255,0.289999999999999,9.8,17.3,0,19.6,0,0,0,0,1,0.583333333333333,1,0,0,0,0,0,0,0,0,0,2015-02-06
6.675,0.854,1.391,3.296,1.461,0.669,1.779,6.4,1.316,2.306,2.457,1.275,1.32,2.164,0.936,0.883,1.76,1.362,3.444,1.194,0.592,26.1,30.45,43,16.9,26,78,29.895,0.41,8.1,12.7,0,24.2,0,0,0,0,1,0.0833333333333333,0,0,1,0,0,0,0,0,0,0,2015-02-07
4.468,0.585,1.138,2.361,0.854,0.434,1.136,3.919,1.153,1.172,1.812,0.723,0.809,1.457,0.597,0.571,1.011,0.836,2.496,0.913,0.458,33.1,37.65,43,9.9,34,87,29.69,0.34,9.2,19.6,0,26.5,0,0,0.133333333333333,0,0.866666666666667,0.766666666666667,1,0,1,0,0,0,0,0,0,0,2015-02-08
19.683,2.095,7.906,5.579,3.141,1.839,3.878,19.31,3.971,7.886,4.359,7.627,3.021,7.636,3.44,1.533,3.349,2.971,6.625,2.579,1.099,27,28.65,33.1,6.1,23.55,81.5,30.155,0.330000000000002,15,18.4,0,25.3,0,0,0.266666666666667,0.6,0.366666666666667,0.366666666666667,0,1,0,0,0,0,0,0,0,0,2015-02-09
20.008,2.251,8.278,5.694,3.246,1.957,4.03,20.141,3.935,8.304,4.474,7.955,3.206,7.963,3.696,1.582,3.357,3.004,6.843,2.665,1.208,25,27,33.1,8.1,19,72,30.27,0.129999999999999,7.5,15,0,19.6,0,0,0,0.321428571428571,0.678571428571429,0.178571428571429,0,0,0,1,0,0,0,0,0,0,2015-02-10
20.031,2.133,8.185,5.654,3.236,1.863,4.036,20.577,3.791,8.268,4.469,7.874,3.112,7.929,3.687,1.629,3.494,3.057,6.962,2.638,1.186,28.9,33.1,37.9,9,25.55,75,30.035,0.18,11.5,21.9,0,29.9,0,0,0,0.0714285714285714,0.928571428571429,0.928571428571429,0,1,0,0,0,0,0,0,0,0,2015-02-11
17.22,2.083,7.916,5.709,3.185,1.912,3.976,20.129,3.831,8.119,4.613,7.612,3.193,7.74,3.596,1.625,3.433,3.084,6.917,2.662,1.137,10.9,17.1,28,17.1,1,55,30.375,0.41,16.7,23,0,32.2,0,0,0,0.192307692307692,0.807692307692308,0.192307692307692,0,0,0,1,0,0,0,0,0,0,2015-02-12
18.86,2.074,7.593,5.644,2.985,1.846,3.848,19.744,3.665,7.457,4.592,7.576,3.052,7.464,3.345,1.588,3.256,3.031,6.89,2.45,1.197,8.1,13.45,26.1,18,2.45,64,30.355,0.460000000000001,10.4,16.1,0,0,0,0,0,0.0416666666666667,0.75,0.458333333333333,0,1,0,0,0,0,0,0,0,0,2015-02-13
5.414,0.953,1.39,3.197,1.423,0.641,1.834,5.916,1.285,2.24,2.343,1.288,1.327,1.975,0.846,0.888,1.706,1.291,3.431,1.17,0.592,7,19.9,28.9,21.9,10.9,63,30,0.689999999999998,20.7,32.2,27.6,47.2,0,0,0,0.314285714285714,0.685714285714286,0.342857142857143,0,0,0,0,0,0,0,0,0,0,2015-02-14
4.056,0.596,1.234,2.279,0.804,0.417,1,3.474,1.17,1.506,1.692,0.805,0.797,1.091,0.486,0.527,0.869,0.866,2.353,0.758,0.374,1,9,16,15,1,67,30.55,0.18,9.2,18.4,0,23,0,0,0,0.542857142857143,0.428571428571429,0,0,1,0,0,0,0,0,0,0,0,2015-02-15
11.235,1.583,6.428,4.701,1.985,1.341,2.473,13.968,3.306,6.416,3.648,6.062,1.92,5.731,3.17,1.174,2.127,2.225,5.315,1.825,0.747,8.1,14,19,10.9,-6,46.5,30.325,0.460000000000001,5.2,10.4,0,0,0,0,0,0.0714285714285714,0.928571428571429,0.428571428571429,0,0,0,0,0,0,0,0,0,0,2015-02-16
19.673,2.263,9.023,6.171,3.25,2.005,3.907,20.454,4.494,8.989,4.979,8.568,3.236,8.098,4.512,1.658,3.45,3.227,7.256,2.685,1.113,16,19,21.9,5.9,7,63,29.99,0.190000000000001,9.2,18.4,0,0,0,0,0,0.580645161290323,0.419354838709677,0.225806451612903,0,0,0,0,0,0,0,0,0,0,2015-02-17
18.57,2.179,8.698,6.016,3.199,2.003,4.144,19.775,4.173,8.652,4.742,8.124,3.193,8.063,3.958,1.667,3.557,3.132,7.058,2.636,1.117,3.9,8.6,15.1,11.2,-2.9,58,30.01,0.419999999999998,15,20.7,0,27.6,0,0,0,0.225806451612903,0.774193548387097,0.0645161290322581,0,1,0,0,0,0,0,0,0,0,2015-02-18
15.96,2.105,8.398,5.906,3.224,1.847,4.011,19.521,4.047,8.421,4.639,8.039,3.167,7.845,3.852,1.621,3.403,3.074,7.013,2.669,1.143,-4,1.9,7,11,-15,51,30.38,0.260000000000002,13.8,19.6,0,26.5,0,0,0,0,0.777777777777778,0.037037037037037,0,0,0,0,0,0,0,0,0,0,2015-02-19
18.406,2.076,7.728,5.858,3.076,1.831,3.836,19.416,3.979,7.688,4.723,7.532,2.999,7.545,3.682,1.629,3.394,3.176,6.879,2.445,1.224,0,5,19.9,19.9,-7,59,30.365,0.399999999999999,10.95,19.6,0,28.8,0,0,0,0.192307692307692,0.615384615384615,0.346153846153846,0,1,1,0,0,0,0,0,0,0,2015-02-20
5.914,1.049,1.606,3.377,1.647,0.694,1.959,6.675,1.31,2.905,2.424,1.295,1.4,2.339,0.953,0.932,1.884,1.366,3.46,1.241,0.671,19,20.55,32,13,14.9,69,29.99,0.190000000000001,5.8,15,0,21.9,0,0,0,0,1,0.884615384615385,0,0,0,1,0,0,0,0,0,0,2015-02-21
4.212,0.612,1.108,2.367,1.014,0.438,1.251,4.468,1.15,1.523,1.828,0.742,0.865,1.466,0.652,0.569,1.14,0.924,2.575,0.855,0.516,12.9,23,30.9,18,12,66,30.33,0.52,12.7,16.1,0,23,0,0,0,0,1,0.444444444444444,0,1,0,0,0,0,0,0,0,0,2015-02-22
18.597,2.095,8.331,5.483,3.214,1.93,4.09,19.683,3.964,8.434,4.406,7.938,3.085,7.532,3.68,1.584,3.444,2.987,6.8,2.442,1.144,-0.4,7.55,15.1,15.5,-9.9,48,30.72,0.260000000000002,11.5,17.3,0,24.2,0,0,0,0,0.208333333333333,0,0,0,0,1,0,0,0,0,0,0,2015-02-23
19.097,2.191,8.276,5.725,3.357,1.95,4.123,20.008,4.034,8.474,4.672,7.969,3.266,7.645,3.758,1.606,3.48,3.068,6.848,2.61,1.192,5,16,30,25,1.5,61,29.905,0.789999999999999,14.4,23,0,31.1,0,0,0,0.178571428571429,0.75,0.178571428571429,0,1,0,0,0,0,0,0,0,0,2015-02-24
19.924,2.117,8.024,5.857,3.292,1.917,4.079,20.031,3.952,8.449,4.626,7.782,3.186,7.702,3.751,1.652,3.52,3.139,7.028,2.607,1.193,16,24.1,30.9,14.9,12,53,29.98,0.260000000000002,9.2,16.1,0,20.7,0,0,0,0.296296296296296,0.407407407407407,0.0740740740740741,0,0,0,1,0,0,0,0,0,0,2015-02-25
19.959,1.931,7.945,5.427,3.016,1.743,3.811,17.22,3.765,8.078,4.272,7.42,2.98,7.607,3.332,1.46,3.252,2.897,6.513,2.466,0.967,14,19.9,23,9,12.9,78,30.14,0.43,13.8,19.6,0,26.5,0,0.02,0,0.929824561403509,0.0701754385964912,0,1,0,0,0,0,0,0,0,0,0,2015-02-26
19.355,1.943,7.532,5.685,2.954,1.762,3.774,18.86,3.939,7.524,4.489,7.114,2.913,7.36,3.388,1.542,3.206,2.887,6.53,2.367,1.118,1.4,10,17.1,15.7,-4,53.5,30.6,0.27,8.1,11.5,0,0,0,0,0,0,0.5,0,1,0,0,1,0,0,0,0,0,0,2015-02-27
5.304,0.8,1.583,3.1,1.354,0.529,1.689,5.414,1.267,2.387,2.225,1.262,1.08,2.053,0.871,0.795,1.586,1.247,3.024,1.06,0.601,1.9,8,23,21.1,-1.45,61,30.75,0.199999999999999,5.2,10.4,0,0,0,0,0,0.0416666666666667,0.666666666666667,0.0416666666666667,0,0,0,0,0,0,0,0,0,0,2015-02-28
